"author","Id","Label","party","PEC135","avg_followers","total_posts","type","PDR_posts"
,"domain::magirusgroup","magirusgroup","NotApplicable",-1,0,0,"domain",
,"domain::washingtonpost","washingtonpost","NotApplicable",-1,0,0,"domain",
,"domain::portalbueno","portalbueno","NotApplicable",-1,0,0,"domain",
,"domain::rogeriotomaz","rogeriotomaz","NotApplicable",-1,0,0,"domain",
,"domain::vimeo","vimeo","NotApplicable",-1,0,0,"domain",
,"domain::bn.br","bn.br","NotApplicable",-1,0,0,"domain",
,"domain::rondoniadinamica","rondoniadinamica","NotApplicable",-1,0,0,"domain",
,"domain::projetocolabora","projetocolabora","NotApplicable",-1,0,0,"domain",
,"domain::esquerdaonline","esquerdaonline","NotApplicable",-1,0,0,"domain",
,"domain::qgnoticias","qgnoticias","NotApplicable",-1,0,0,"domain",
,"domain::awebic","awebic","NotApplicable",-1,0,0,"domain",
,"domain::blogdomarioadolfo","blogdomarioadolfo","NotApplicable",-1,0,0,"domain",
,"domain::stc.ma.gov.br","stc.ma.gov.br","NotApplicable",-1,0,0,"domain",
,"domain::alesilvaoficial","alesilvaoficial","NotApplicable",-1,0,0,"domain",
,"domain::go","go","NotApplicable",-1,0,0,"domain",
,"domain::vakinha","vakinha","NotApplicable",-1,0,0,"domain",
,"domain::paranaportal","paranaportal","NotApplicable",-1,0,0,"domain",
,"domain::avozdotriangulo","avozdotriangulo","NotApplicable",-1,0,0,"domain",
,"domain::revistapegn.globo","revistapegn.globo","NotApplicable",-1,0,0,"domain",
,"domain::eldiario.es","eldiario.es","NotApplicable",-1,0,0,"domain",
,"domain::poa24horas","poa24horas","NotApplicable",-1,0,0,"domain",
,"domain::sky","sky","NotApplicable",-1,0,0,"domain",
,"domain::marconeferreira","marconeferreira","NotApplicable",-1,0,0,"domain",
,"domain::jornaldobelvedere","jornaldobelvedere","NotApplicable",-1,0,0,"domain",
,"domain::sportv.globo","sportv.globo","NotApplicable",-1,0,0,"domain",
,"domain::bemparana","bemparana","NotApplicable",-1,0,0,"domain",
,"domain::feedclub","feedclub","NotApplicable",-1,0,0,"domain",
,"domain::afolhahoje","afolhahoje","NotApplicable",-1,0,0,"domain",
,"domain::lenoticias","lenoticias","NotApplicable",-1,0,0,"domain",
,"domain::dci","dci","NotApplicable",-1,0,0,"domain",
,"domain::novaescola","novaescola","NotApplicable",-1,0,0,"domain",
,"domain::fundacaocultural.ba.gov.br","fundacaocultural.ba.gov.br","NotApplicable",-1,0,0,"domain",
,"domain::portalraizes","portalraizes","NotApplicable",-1,0,0,"domain",
,"domain::acabouamamata","acabouamamata","NotApplicable",-1,0,0,"domain",
,"domain::tsf.pt","tsf.pt","NotApplicable",-1,0,0,"domain",
,"domain::corriere.it","corriere.it","NotApplicable",-1,0,0,"domain",
,"domain::brazilcoffeenation","brazilcoffeenation","NotApplicable",-1,0,0,"domain",
,"domain::hrcpassos","hrcpassos","NotApplicable",-1,0,0,"domain",
,"domain::massanews","massanews","NotApplicable",-1,0,0,"domain",
,"domain::nandomoura","nandomoura","NotApplicable",-1,0,0,"domain",
,"domain::bandab","bandab","NotApplicable",-1,0,0,"domain",
,"domain::juscelinofilho","juscelinofilho","NotApplicable",-1,0,0,"domain",
,"domain::cimi","cimi","NotApplicable",-1,0,0,"domain",
,"domain::ifes.edu.br","ifes.edu.br","NotApplicable",-1,0,0,"domain",
,"domain::diarioregionaljf","diarioregionaljf","NotApplicable",-1,0,0,"domain",
,"domain::cnbb","cnbb","NotApplicable",-1,0,0,"domain",
,"domain::folhadoes","folhadoes","NotApplicable",-1,0,0,"domain",
,"domain::anp.gov.br","anp.gov.br","NotApplicable",-1,0,0,"domain",
,"domain::correiodoscampos","correiodoscampos","NotApplicable",-1,0,0,"domain",
,"domain::caririligado","caririligado","NotApplicable",-1,0,0,"domain",
,"domain::agora","agora","NotApplicable",-1,0,0,"domain",
,"domain::fernandogiacobo","fernandogiacobo","NotApplicable",-1,0,0,"domain",
,"domain::conteudoms","conteudoms","NotApplicable",-1,0,0,"domain",
,"domain::forbes","forbes","NotApplicable",-1,0,0,"domain",
,"domain::revistacultivar","revistacultivar","NotApplicable",-1,0,0,"domain",
,"domain::psdb","psdb","NotApplicable",-1,0,0,"domain",
,"domain::apib.info","apib.info","NotApplicable",-1,0,0,"domain",
,"domain::conventodapenha","conventodapenha","NotApplicable",-1,0,0,"domain",
,"domain::noticiasgoias","noticiasgoias","NotApplicable",-1,0,0,"domain",
,"domain::mpgo.mp.br","mpgo.mp.br","NotApplicable",-1,0,0,"domain",
,"domain::uirauna.net","uirauna.net","NotApplicable",-1,0,0,"domain",
,"domain::sindipetroba","sindipetroba","NotApplicable",-1,0,0,"domain",
,"domain::pedreirasoficial.blogspot","pedreirasoficial.blogspot","NotApplicable",-1,0,0,"domain",
,"domain::portalt5","portalt5","NotApplicable",-1,0,0,"domain",
,"domain::agoraparana","agoraparana","NotApplicable",-1,0,0,"domain",
,"domain::ecofalante","ecofalante","NotApplicable",-1,0,0,"domain",
,"domain::cachoeiro.es.gov.br","cachoeiro.es.gov.br","NotApplicable",-1,0,0,"domain",
,"domain::ifpb.edu.br","ifpb.edu.br","NotApplicable",-1,0,0,"domain",
,"domain::economia.ig","economia.ig","NotApplicable",-1,0,0,"domain",
,"domain::uerj.br","uerj.br","NotApplicable",-1,0,0,"domain",
,"domain::aleteia","aleteia","NotApplicable",-1,0,0,"domain",
,"domain::contioutra","contioutra","NotApplicable",-1,0,0,"domain",
,"domain::correiodeminas","correiodeminas","NotApplicable",-1,0,0,"domain",
,"domain::consaude","consaude","NotApplicable",-1,0,0,"domain",
,"domain::hsvpca.blogspot","hsvpca.blogspot","NotApplicable",-1,0,0,"domain",
,"domain::fatore","fatore","NotApplicable",-1,0,0,"domain",
,"domain::pedacinhodobrasil","pedacinhodobrasil","NotApplicable",-1,0,0,"domain",
,"domain::escolascritique","escolascritique","NotApplicable",-1,0,0,"domain",
,"domain::gdia","gdia","NotApplicable",-1,0,0,"domain",
,"domain::gp1","gp1","NotApplicable",-1,0,0,"domain",
,"domain::istoedinheiro","istoedinheiro","NotApplicable",-1,0,0,"domain",
,"domain::caririeisso","caririeisso","NotApplicable",-1,0,0,"domain",
,"domain::aracatuba.sp.gov.br","aracatuba.sp.gov.br","NotApplicable",-1,0,0,"domain",
,"domain::extraclasse","extraclasse","NotApplicable",-1,0,0,"domain",
,"domain::pdtnacamara","pdtnacamara","NotApplicable",-1,0,0,"domain",
,"domain::jornalcana","jornalcana","NotApplicable",-1,0,0,"domain",
,"domain::focoregional","focoregional","NotApplicable",-1,0,0,"domain",
,"domain::catholicus","catholicus","NotApplicable",-1,0,0,"domain",
,"domain::varelanoticias","varelanoticias","NotApplicable",-1,0,0,"domain",
,"domain::tudoradio","tudoradio","NotApplicable",-1,0,0,"domain",
,"domain::jornalnoroeste","jornalnoroeste","NotApplicable",-1,0,0,"domain",
,"domain::psl-sp","psl-sp","NotApplicable",-1,0,0,"domain",
,"domain::saopaulosao","saopaulosao","NotApplicable",-1,0,0,"domain",
,"domain::ricmais","ricmais","NotApplicable",-1,0,0,"domain",
,"domain::amigosdaterrabrasil","amigosdaterrabrasil","NotApplicable",-1,0,0,"domain",
,"domain::afonsohamm","afonsohamm","NotApplicable",-1,0,0,"domain",
,"domain::panorama.sp.gov.br","panorama.sp.gov.br","NotApplicable",-1,0,0,"domain",
,"domain::fernandofidelis","fernandofidelis","NotApplicable",-1,0,0,"domain",
,"domain::politicadinamica","politicadinamica","NotApplicable",-1,0,0,"domain",
,"domain::redepiaui","redepiaui","NotApplicable",-1,0,0,"domain",
,"domain::colunaextra","colunaextra","NotApplicable",-1,0,0,"domain",
,"domain::eduardolopes10","eduardolopes10","NotApplicable",-1,0,0,"domain",
,"domain::epocanegocios.globo","epocanegocios.globo","NotApplicable",-1,0,0,"domain",
,"domain::unisinos.br","unisinos.br","NotApplicable",-1,0,0,"domain",
,"domain::ceilandiaemalerta","ceilandiaemalerta","NotApplicable",-1,0,0,"domain",
,"domain::cearaagora","cearaagora","NotApplicable",-1,0,0,"domain",
,"domain::meuportoseguro","meuportoseguro","NotApplicable",-1,0,0,"domain",
,"domain::abrasco","abrasco","NotApplicable",-1,0,0,"domain",
,"domain::sapo.pt","sapo.pt","NotApplicable",-1,0,0,"domain",
,"domain::mensageirosideral","mensageirosideral","NotApplicable",-1,0,0,"domain",
,"domain::amhoje","amhoje","NotApplicable",-1,0,0,"domain",
,"domain::guiatrabalhista","guiatrabalhista","NotApplicable",-1,0,0,"domain",
,"domain::marciobiolchi","marciobiolchi","NotApplicable",-1,0,0,"domain",
,"domain::andes","andes","NotApplicable",-1,0,0,"domain",
,"domain::abi","abi","NotApplicable",-1,0,0,"domain",
,"domain::terezacristinams","terezacristinams","NotApplicable",-1,0,0,"domain",
,"domain::atarde","atarde","NotApplicable",-1,0,0,"domain",
,"domain::canalgama","canalgama","NotApplicable",-1,0,0,"domain",
,"domain::calameo","calameo","NotApplicable",-1,0,0,"domain",
,"domain::msnoticias","msnoticias","NotApplicable",-1,0,0,"domain",
,"domain::contilnetnoticias","contilnetnoticias","NotApplicable",-1,0,0,"domain",
,"domain::agroemdia","agroemdia","NotApplicable",-1,0,0,"domain",
,"domain::jeanwyllys","jeanwyllys","NotApplicable",-1,0,0,"domain",
,"domain::une","une","NotApplicable",-1,0,0,"domain",
,"domain::amorimlima","amorimlima","NotApplicable",-1,0,0,"domain",
,"domain::tudoqueprecisosaber","tudoqueprecisosaber","NotApplicable",-1,0,0,"domain",
,"domain::blogdoberta","blogdoberta","NotApplicable",-1,0,0,"domain",
,"domain::guaja.cc","guaja.cc","NotApplicable",-1,0,0,"domain",
,"domain::darcidematos","darcidematos","NotApplicable",-1,0,0,"domain",
,"domain::aliceportugal","aliceportugal","NotApplicable",-1,0,0,"domain",
,"domain::arepublica","arepublica","NotApplicable",-1,0,0,"domain",
,"domain::carolinedetoni","carolinedetoni","NotApplicable",-1,0,0,"domain",
,"domain::blitzconquista","blitzconquista","NotApplicable",-1,0,0,"domain",
,"domain::fup","fup","NotApplicable",-1,0,0,"domain",
,"domain::diariodecanoas","diariodecanoas","NotApplicable",-1,0,0,"domain",
,"domain::theguardian","theguardian","NotApplicable",-1,0,0,"domain",
,"domain::edgarlisboa","edgarlisboa","NotApplicable",-1,0,0,"domain",
,"domain::publico.pt","publico.pt","NotApplicable",-1,0,0,"domain",
,"domain::edmilsonpsol","edmilsonpsol","NotApplicable",-1,0,0,"domain",
,"domain::osiresdamaso","osiresdamaso","NotApplicable",-1,0,0,"domain",
,"domain::folhadedourados","folhadedourados","NotApplicable",-1,0,0,"domain",
,"domain::paraiba10","paraiba10","NotApplicable",-1,0,0,"domain",
,"domain::politz","politz","NotApplicable",-1,0,0,"domain",
,"domain::noticiasdahora","noticiasdahora","NotApplicable",-1,0,0,"domain",
,"domain::jornalipanema","jornalipanema","NotApplicable",-1,0,0,"domain",
,"domain::godf","godf","NotApplicable",-1,0,0,"domain",
,"domain::esquerdadiario","esquerdadiario","NotApplicable",-1,0,0,"domain",
,"domain::marianacarvalho.site","marianacarvalho.site","NotApplicable",-1,0,0,"domain",
,"domain::valorinveste.globo","valorinveste.globo","NotApplicable",-1,0,0,"domain",
,"domain::alegretetudo","alegretetudo","NotApplicable",-1,0,0,"domain",
,"domain::uol","uol","NotApplicable",-1,0,0,"domain",
,"domain::ouvidorias.gov.br","ouvidorias.gov.br","NotApplicable",-1,0,0,"domain",
,"domain::meionorte","meionorte","NotApplicable",-1,0,0,"domain",
,"domain::portalguara","portalguara","NotApplicable",-1,0,0,"domain",
,"domain::jornalminuano","jornalminuano","NotApplicable",-1,0,0,"domain",
,"domain::humanite.fr","humanite.fr","NotApplicable",-1,0,0,"domain",
,"domain::marrapa","marrapa","NotApplicable",-1,0,0,"domain",
,"domain::augustocoutinho","augustocoutinho","NotApplicable",-1,0,0,"domain",
,"domain::waldemarter","waldemarter","NotApplicable",-1,0,0,"domain",
,"domain::jcam","jcam","NotApplicable",-1,0,0,"domain",
,"domain::danielabandeira","danielabandeira","NotApplicable",-1,0,0,"domain",
,"domain::blogdoanderson","blogdoanderson","NotApplicable",-1,0,0,"domain",
,"domain::blogdopedrojorge","blogdopedrojorge","NotApplicable",-1,0,0,"domain",
,"domain::blogdohiellevy","blogdohiellevy","NotApplicable",-1,0,0,"domain",
,"domain::es1","es1","NotApplicable",-1,0,0,"domain",
,"domain::joaoroma","joaoroma","NotApplicable",-1,0,0,"domain",
,"domain::lulalivre","lulalivre","NotApplicable",-1,0,0,"domain",
,"domain::dgabc","dgabc","NotApplicable",-1,0,0,"domain",
,"domain::abaixoassinado","abaixoassinado","NotApplicable",-1,0,0,"domain",
,"domain::institutobrasil200","institutobrasil200","NotApplicable",-1,0,0,"domain",
,"domain::adufpa","adufpa","NotApplicable",-1,0,0,"domain",
,"domain::transportes.rs.gov.br","transportes.rs.gov.br","NotApplicable",-1,0,0,"domain",
,"domain::vander.website","vander.website","NotApplicable",-1,0,0,"domain",
,"domain::wayka.pe","wayka.pe","NotApplicable",-1,0,0,"domain",
,"domain::ndmais","ndmais","NotApplicable",-1,0,0,"domain",
,"domain::nortenoticia","nortenoticia","NotApplicable",-1,0,0,"domain",
,"domain::portaldolitoralpb","portaldolitoralpb","NotApplicable",-1,0,0,"domain",
,"domain::jornalpequeno.blog.br","jornalpequeno.blog.br","NotApplicable",-1,0,0,"domain",
,"domain::rosanavalle","rosanavalle","NotApplicable",-1,0,0,"domain",
,"domain::blogdaboitempo","blogdaboitempo","NotApplicable",-1,0,0,"domain",
,"domain::idec","idec","NotApplicable",-1,0,0,"domain",
,"domain::goio.news","goio.news","NotApplicable",-1,0,0,"domain",
,"domain::leftungagged","leftungagged","NotApplicable",-1,0,0,"domain",
,"domain::24horas","24horas","NotApplicable",-1,0,0,"domain",
,"domain::ranoticias","ranoticias","NotApplicable",-1,0,0,"domain",
,"domain::abcdoabc","abcdoabc","NotApplicable",-1,0,0,"domain",
,"domain::bolsonaroinimigodaeducacao","bolsonaroinimigodaeducacao","NotApplicable",-1,0,0,"domain",
,"domain::marcozero","marcozero","NotApplicable",-1,0,0,"domain",
,"domain::ofluminense","ofluminense","NotApplicable",-1,0,0,"domain",
,"domain::portaldourubui","portaldourubui","NotApplicable",-1,0,0,"domain",
,"domain::sympla","sympla","NotApplicable",-1,0,0,"domain",
,"domain::brasilnoato","brasilnoato","NotApplicable",-1,0,0,"domain",
,"domain::enigmasdouniverso","enigmasdouniverso","NotApplicable",-1,0,0,"domain",
,"domain::amazonia","amazonia","NotApplicable",-1,0,0,"domain",
,"domain::jornaldotocantins","jornaldotocantins","NotApplicable",-1,0,0,"domain",
,"domain::jaru.ro.gov.br","jaru.ro.gov.br","NotApplicable",-1,0,0,"domain",
,"domain::canalcienciascriminais","canalcienciascriminais","NotApplicable",-1,0,0,"domain",
,"domain::parlamentopb","parlamentopb","NotApplicable",-1,0,0,"domain",
,"domain::blogs","blogs","NotApplicable",-1,0,0,"domain",
,"domain::engenhariae","engenhariae","NotApplicable",-1,0,0,"domain",
,"domain::educacao.ma.gov.br","educacao.ma.gov.br","NotApplicable",-1,0,0,"domain",
,"domain::catve","catve","NotApplicable",-1,0,0,"domain",
,"domain::evoe.cc","evoe.cc","NotApplicable",-1,0,0,"domain",
,"domain::todospelaeducacao","todospelaeducacao","NotApplicable",-1,0,0,"domain",
,"domain::radioculturafoz","radioculturafoz","NotApplicable",-1,0,0,"domain",
,"domain::pros","pros","NotApplicable",-1,0,0,"domain",
,"domain::canalenergia","canalenergia","NotApplicable",-1,0,0,"domain",
,"domain::olhardireto","olhardireto","NotApplicable",-1,0,0,"domain",
,"domain::opresente","opresente","NotApplicable",-1,0,0,"domain",
,"domain::whatsapp","whatsapp","NotApplicable",-1,0,0,"domain",
,"domain::teoriaedebate","teoriaedebate","NotApplicable",-1,0,0,"domain",
,"domain::portaldoholanda","portaldoholanda","NotApplicable",-1,0,0,"domain",
,"domain::jornalmontesclaros","jornalmontesclaros","NotApplicable",-1,0,0,"domain",
,"domain::oobservador","oobservador","NotApplicable",-1,0,0,"domain",
,"domain::ivanvalente","ivanvalente","NotApplicable",-1,0,0,"domain",
,"domain::socioambiental","socioambiental","NotApplicable",-1,0,0,"domain",
,"domain::blogdorodrigoferraz","blogdorodrigoferraz","NotApplicable",-1,0,0,"domain",
,"domain::ecosdanoticia.net.br","ecosdanoticia.net.br","NotApplicable",-1,0,0,"domain",
,"domain::especiais.globo","especiais.globo","NotApplicable",-1,0,0,"domain",
,"domain::topmidianews","topmidianews","NotApplicable",-1,0,0,"domain",
,"domain::jornalitaquibacanga","jornalitaquibacanga","NotApplicable",-1,0,0,"domain",
,"domain::racismoambiental.net.br","racismoambiental.net.br","NotApplicable",-1,0,0,"domain",
,"domain::fabioreis","fabioreis","NotApplicable",-1,0,0,"domain",
,"domain::rfi.fr","rfi.fr","NotApplicable",-1,0,0,"domain",
,"domain::circuitomt","circuitomt","NotApplicable",-1,0,0,"domain",
,"domain::aquinoticias","aquinoticias","NotApplicable",-1,0,0,"domain",
,"domain::scportais","scportais","NotApplicable",-1,0,0,"domain",
,"domain::sonoticiaboa","sonoticiaboa","NotApplicable",-1,0,0,"domain",
,"domain::odocumento","odocumento","NotApplicable",-1,0,0,"domain",
,"domain::mepoupenaweb","mepoupenaweb","NotApplicable",-1,0,0,"domain",
,"domain::huffpost","huffpost","NotApplicable",-1,0,0,"domain",
,"domain::campos24horas","campos24horas","NotApplicable",-1,0,0,"domain",
,"domain::waltersorrentino","waltersorrentino","NotApplicable",-1,0,0,"domain",
,"domain::justica.gov.br","justica.gov.br","NotApplicable",-1,0,0,"domain",
,"domain::davidmirandario","davidmirandario","NotApplicable",-1,0,0,"domain",
,"domain::portalnoar","portalnoar","NotApplicable",-1,0,0,"domain",
,"domain::seudinheiro","seudinheiro","NotApplicable",-1,0,0,"domain",
,"domain::cpp","cpp","NotApplicable",-1,0,0,"domain",
,"domain::jornaldoonibusms","jornaldoonibusms","NotApplicable",-1,0,0,"domain",
,"domain::tipomanaus","tipomanaus","NotApplicable",-1,0,0,"domain",
,"domain::portaladverso","portaladverso","NotApplicable",-1,0,0,"domain",
,"domain::informeblumenau","informeblumenau","NotApplicable",-1,0,0,"domain",
,"domain::infraestrutura.gov.br","infraestrutura.gov.br","NotApplicable",-1,0,0,"domain",
,"domain::taliriapetrone","taliriapetrone","NotApplicable",-1,0,0,"domain",
,"domain::cbic","cbic","NotApplicable",-1,0,0,"domain",
,"domain::farofafa","farofafa","NotApplicable",-1,0,0,"domain",
,"domain::jornalpequeno","jornalpequeno","NotApplicable",-1,0,0,"domain",
,"domain::gilsonmarques30","gilsonmarques30","NotApplicable",-1,0,0,"domain",
,"domain::portalbocaaberta","portalbocaaberta","NotApplicable",-1,0,0,"domain",
,"domain::unicamp.br","unicamp.br","NotApplicable",-1,0,0,"domain",
,"domain::revistaplaneta","revistaplaneta","NotApplicable",-1,0,0,"domain",
,"domain::hashtag","hashtag","NotApplicable",-1,0,0,"domain",
,"domain::ciclovivo","ciclovivo","NotApplicable",-1,0,0,"domain",
,"domain::pauloganime","pauloganime","NotApplicable",-1,0,0,"domain",
,"domain::ifrs.edu.br","ifrs.edu.br","NotApplicable",-1,0,0,"domain",
,"domain::jornaldebrasilia","jornaldebrasilia","NotApplicable",-1,0,0,"domain",
,"domain::jornalatos.net","jornalatos.net","NotApplicable",-1,0,0,"domain",
,"domain::bastidorpolitico","bastidorpolitico","NotApplicable",-1,0,0,"domain",
,"domain::riopreto.sp.gov.br","riopreto.sp.gov.br","NotApplicable",-1,0,0,"domain",
,"domain::lencoispaulista.sp.gov.br","lencoispaulista.sp.gov.br","NotApplicable",-1,0,0,"domain",
,"domain::sb24horas","sb24horas","NotApplicable",-1,0,0,"domain",
,"domain::portalmariliense","portalmariliense","NotApplicable",-1,0,0,"domain",
,"domain::primeirasnoticias","primeirasnoticias","NotApplicable",-1,0,0,"domain",
,"domain::greenme","greenme","NotApplicable",-1,0,0,"domain",
